Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
193,0.6349798566,0.0727185983,0.0018707362,0.0308334336,0.0719524135,0.0240288857,0.0811260512,0.0268395713,0.0315654309,0.0240850226
194,0.1702527646,0.0165258690,0.0905764739,0.0081503476,0.0963631510,0.0186690455,0.0324413387,0.0096389024,0.5461127707,0.0112693366
195,0.6721571276,0.0516752928,0.0011199443,0.0593458503,0.0888249989,0.0143367793,0.0754460963,0.0107232991,0.0069582788,0.0194123325
196,0.0210006991,0.0306502258,0.9190870746,0.0010197895,0.0047351118,0.0099166046,0.0032179410,0.0014015779,0.0072144033,0.0017565724
197,0.0732697519,0.5745807197,0.2518853657,0.0109056856,0.0175405484,0.0224305721,0.0076874677,0.0009219381,0.0373959937,0.0033819572
198,0.7882142460,0.1227224876,0.0013342996,0.0062934904,0.0261738724,0.0025103611,0.0365389540,0.0072754763,0.0006531185,0.0082836943
199,0.2532565083,0.3989600828,0.1070421290,0.0551032760,0.0136326037,0.0103521135,0.0869980534,0.0316465713,0.0068257468,0.0361829152
200,0.7675085762,0.0082455313,0.0013003315,0.0522703424,0.0546473334,0.0148594516,0.0256175754,0.0283966013,0.0009801027,0.0461741543
201,0.1103944084,0.8370902066,0.0029154798,0.0113522770,0.0058474769,0.0015557751,0.0283015354,0.0004705264,0.0003229583,0.0017493563
202,0.6206726691,0.0546657297,0.0159944177,0.0722664017,0.0579865237,0.0869899699,0.0332488049,0.0131137955,0.0271709998,0.0178906882
203,0.3907495639,0.0088401677,0.0027231585,0.1070860655,0.0724420268,0.0533809391,0.3081259698,0.0166626034,0.0054137573,0.0345757481
204,0.8628564307,0.1036975154,0.0011172348,0.0008955589,0.0067834731,0.0017068219,0.0156324107,0.0007974772,0.0003971564,0.0061159209
205,0.1181107553,0.2563374917,0.1019098439,0.3271120990,0.0393524207,0.0834961654,0.0314836467,0.0043728869,0.0158606600,0.0219640304
206,0.7326792633,0.1483218086,0.0020695567,0.0125776937,0.0311187634,0.0406979282,0.0155316450,0.0121475571,0.0020240170,0.0028317670
207,0.1246066374,0.0491730913,0.1155715239,0.0402647643,0.0415893398,0.4559592094,0.0164590084,0.0043869756,0.1363151029,0.0156743470
208,0.7386880836,0.1275445943,0.0171848107,0.0251226424,0.0105270880,0.0318434065,0.0133961323,0.0271310735,0.0009047818,0.0076573869
209,0.1859712448,0.2240097143,0.0800101909,0.0808930362,0.2524250190,0.0478259624,0.0549399596,0.0037716418,0.0617868772,0.0083663539
210,0.0353937588,0.0297510764,0.7560574856,0.0333222800,0.0151694446,0.0519984243,0.0188930592,0.0077334207,0.0478514806,0.0038295697
211,0.6087470115,0.0698582680,0.0316413477,0.1600942371,0.0190579408,0.0430451628,0.0168625952,0.0389562608,0.0006399716,0.0110972045
212,0.0642075867,0.1944924889,0.1126595526,0.2001142881,0.1502636993,0.1056709064,0.0596717029,0.0077509504,0.0945323940,0.0106364306
213,0.2525742938,0.0573507321,0.0053167561,0.2378366665,0.0504084789,0.1113187328,0.0307812891,0.1091904248,0.0073693695,0.1378532564
214,0.9101956971,0.0240688281,0.0018841882,0.0074085105,0.0185752641,0.0041505696,0.0111992424,0.0088501635,0.0010109778,0.0126565588
215,0.8681379377,0.0749303282,0.0050366843,0.0006611286,0.0161848428,0.0014540364,0.0217801391,0.0069913246,0.0003986016,0.0044249766
216,0.6384519149,0.1107657849,0.0036947046,0.0251991126,0.0852768092,0.0478831984,0.0456254398,0.0324983816,0.0052745661,0.0053300879
217,0.7217938647,0.0018052281,0.0020683136,0.0049168460,0.0773363773,0.0579737595,0.0647484022,0.0418690199,0.0074165019,0.0200716870
218,0.3139331661,0.6328821433,0.0047939464,0.0059574733,0.0107128714,0.0032130420,0.0158243089,0.0016869840,0.0074764862,0.0035195784
219,0.3563347434,0.1123267124,0.0595230266,0.1334816256,0.0738815094,0.1530337989,0.0378010424,0.0115126544,0.0178927249,0.0442121622
220,0.7181199141,0.1438101627,0.0060099949,0.0200706602,0.0189091406,0.0363480293,0.0225553598,0.0297915963,0.0014684690,0.0029166731
221,0.5097938187,0.0447831303,0.0785146839,0.0167639644,0.1123481505,0.1263221746,0.0385821384,0.0556757883,0.0119642010,0.0052519501
222,0.6157425997,0.0159152495,0.0242688212,0.0363730916,0.0407558088,0.0117833514,0.0102075613,0.2262481077,0.0024858333,0.0162195756
223,0.8396895261,0.0773566835,0.0092798510,0.0013056920,0.0258507752,0.0012369279,0.0117718465,0.0086722832,0.0002654376,0.0245709771
224,0.8623545820,0.0226819666,0.0013684934,0.0282097804,0.0409657646,0.0093453305,0.0103920831,0.0188574815,0.0027625255,0.0030619923
225,0.5538894493,0.2078557162,0.0330228502,0.1194982440,0.0289253759,0.0256029937,0.0164662362,0.0031491797,0.0017576405,0.0098323144
226,0.1454768780,0.6026493327,0.0222449541,0.0443440580,0.0351290117,0.0762447442,0.0459477592,0.0051491173,0.0120878457,0.0107262991
227,0.8875947617,0.0510939034,0.0092375356,0.0005518640,0.0267685923,0.0036100979,0.0173462475,0.0022878112,0.0001982839,0.0013109024
228,0.1134055977,0.3517455518,0.0785110870,0.2866138515,0.0256676912,0.1087776043,0.0138683369,0.0015921831,0.0114333419,0.0083847545
229,0.0367405314,0.0284996056,0.8717238001,0.0035053342,0.0034683838,0.0329620491,0.0070291260,0.0004669414,0.0113845573,0.0042196711
230,0.7042395595,0.0800602311,0.0041909822,0.0044604797,0.1335390151,0.0019564226,0.0569402648,0.0092097618,0.0016086656,0.0037946175
231,0.5484500182,0.0810521037,0.2068051873,0.0087177802,0.0429246865,0.0290256657,0.0420728560,0.0304067312,0.0019722910,0.0085726801
232,0.2082487610,0.0171367747,0.1156433012,0.1183204630,0.0864030927,0.2455616091,0.0279911096,0.1067585284,0.0087159901,0.0652203702
233,0.3122336148,0.0774983291,0.0074189985,0.3738527966,0.0949397312,0.0146109130,0.0513057183,0.0233739584,0.0084501652,0.0363157748
234,0.8205192284,0.0246587902,0.0096701307,0.0032896261,0.0445153519,0.0083951757,0.0520578229,0.0215670215,0.0012830379,0.0140438146
235,0.7577977130,0.0029560105,0.0011996058,0.0286108998,0.0488168005,0.0775511183,0.0417257457,0.0289723660,0.0007262398,0.0116435005
236,0.8889872711,0.0239487057,0.0022672734,0.0019613713,0.0340239463,0.0035446843,0.0262578653,0.0121424544,0.0006204548,0.0062459735
237,0.2862138964,0.1398405945,0.2360569152,0.0505165868,0.0931885237,0.1173917038,0.0371316187,0.0120508271,0.0149509140,0.0126584197
238,0.1306959588,0.0435358677,0.0674378741,0.0293747019,0.2932599813,0.3100321628,0.0575524156,0.0152833015,0.0336451277,0.0191826087
239,0.7220120382,0.0147908113,0.0187851217,0.0028999334,0.0468779974,0.0170978015,0.0465104065,0.0665782664,0.0024618795,0.0619857441
240,0.7122933721,0.0260892100,0.0237030893,0.0073282503,0.0404921784,0.0238661993,0.0383713863,0.1207620044,0.0027741484,0.0043201616
241,0.1309690889,0.0263412328,0.0087980396,0.0061906457,0.0210316000,0.0159132433,0.0307110371,0.6831286046,0.0382981880,0.0386183199
242,0.7095136643,0.1436750026,0.0035043624,0.0127159736,0.0345899809,0.0123117009,0.0362574166,0.0304195839,0.0035422968,0.0134700179
243,0.6792068735,0.0192792053,0.0021292741,0.0071889077,0.0601820639,0.0293060810,0.0999148683,0.0787755628,0.0042922239,0.0197249394
244,0.7320301568,0.1997213633,0.0052431223,0.0240689977,0.0107151742,0.0076333392,0.0044291801,0.0102647848,0.0017225021,0.0041713794
245,0.6499913545,0.0395347851,0.0668148265,0.0075363431,0.1024121034,0.0524266187,0.0201579560,0.0077580400,0.0415539684,0.0118140043
246,0.6213606382,0.2619665150,0.0227491123,0.0316335618,0.0249456055,0.0028713261,0.0194131060,0.0036654431,0.0006723952,0.0107222967
247,0.1665432337,0.1296251654,0.4856063034,0.0086294267,0.0373284942,0.0733888011,0.0274925027,0.0071256767,0.0458916032,0.0183687930
248,0.4032542286,0.4742461989,0.0400175252,0.0232972044,0.0034036774,0.0394374345,0.0044363428,0.0028891496,0.0046871477,0.0043310908
249,0.6128953864,0.1209873608,0.0694637500,0.0294542955,0.0272606209,0.0184014052,0.0630353204,0.0071156479,0.0050646729,0.0463215400
250,0.1508102488,0.8317631334,0.0006653588,0.0042710230,0.0025562557,0.0014718399,0.0054081195,0.0011927749,0.0002705544,0.0015906916
251,0.8999740931,0.0536392676,0.0007224512,0.0012397233,0.0220807668,0.0034551910,0.0111472960,0.0026421159,0.0005396446,0.0045594504
252,0.4878423119,0.1314821864,0.0140884068,0.0943278252,0.0573668761,0.0661010340,0.0565461534,0.0347326333,0.0064290189,0.0510835541
253,0.8718438310,0.0299572281,0.0008807945,0.0114273176,0.0508590130,0.0016986414,0.0178716818,0.0093639676,0.0007492951,0.0053482298
254,0.2133692338,0.1574396933,0.5032974173,0.0124135468,0.0450096569,0.0170441404,0.0222704252,0.0082736892,0.0061202354,0.0147619618
255,0.9151525763,0.0131081397,0.0004345757,0.0029651387,0.0399146862,0.0154255894,0.0094553138,0.0016528529,0.0001275705,0.0017635569
256,0.6527450723,0.2796663046,0.0006062088,0.0054114104,0.0034641187,0.0024959144,0.0377343653,0.0089438636,0.0001766231,0.0087561188
257,0.7875618571,0.0116761673,0.0010379053,0.0025010846,0.1087583288,0.0131673567,0.0348649512,0.0325259907,0.0039124988,0.0039938595
258,0.2343751608,0.2386399677,0.0370761586,0.2864063702,0.0287436328,0.0436164561,0.0465857203,0.0515812634,0.0095533342,0.0234219359
259,0.9348221320,0.0070646534,0.0004650387,0.0014145603,0.0174194861,0.0016597947,0.0266210276,0.0075890930,0.0000994018,0.0028448123
260,0.3947432179,0.2294927929,0.0041898514,0.3133071255,0.0165616093,0.0129724314,0.0218787164,0.0022023738,0.0006621192,0.0039897621
261,0.2811156081,0.0085226027,0.0056582598,0.0166244709,0.0157675463,0.6486694178,0.0093427375,0.0088687436,0.0015377745,0.0038928387
262,0.3856450549,0.5129879721,0.0011718144,0.0366095857,0.0416522802,0.0028007489,0.0108359493,0.0026162493,0.0030213208,0.0026590245
263,0.8559390487,0.0587499490,0.0271760691,0.0014464219,0.0103754836,0.0059608557,0.0186795478,0.0098224103,0.0005444195,0.0113057944
264,0.5809026897,0.0657148403,0.0077412222,0.0333134586,0.1689118334,0.0323286606,0.0773444065,0.0039935862,0.0031406293,0.0266086732
265,0.0613106967,0.0513408656,0.0022508780,0.7960564356,0.0225572109,0.0439839480,0.0101146214,0.0026056040,0.0004842673,0.0092954727
266,0.0320583443,0.0764260168,0.0134473380,0.8267131439,0.0064506487,0.0214274763,0.0088048003,0.0065846754,0.0007504924,0.0073370639
267,0.8264270295,0.0613399874,0.0223211287,0.0016136845,0.0510070140,0.0029608738,0.0259186180,0.0012711123,0.0030242742,0.0041162776
268,0.4828329372,0.0338468319,0.0104902832,0.0162872353,0.0436928050,0.2451653631,0.0846674002,0.0583682355,0.0057049569,0.0189439517
269,0.8533407494,0.0752183235,0.0005337538,0.0153805262,0.0052667337,0.0029384026,0.0239201345,0.0157764882,0.0008270102,0.0067978780
270,0.2756598281,0.0130906316,0.0034213466,0.0135964009,0.1588143539,0.0646832336,0.0734714350,0.2880689304,0.0073530505,0.1018407894
271,0.6007772001,0.2055694694,0.0027693999,0.0757442177,0.0276073361,0.0224004539,0.0500271088,0.0049462962,0.0015044903,0.0086540277
272,0.2202475071,0.5911729666,0.1079580531,0.0171538834,0.0081879568,0.0077392464,0.0266406276,0.0007729559,0.0093085135,0.0108182895
273,0.2581523425,0.0600386173,0.0517165540,0.0499150067,0.1123195083,0.2613349770,0.1148594661,0.0290880195,0.0047947586,0.0577807500
274,0.1731790460,0.1225850157,0.0186080869,0.1025222350,0.1447934308,0.2540898800,0.0361262379,0.0124542114,0.1255637164,0.0100781399
275,0.1745769333,0.0200879639,0.0056924429,0.0739501295,0.1067072866,0.0204760831,0.0744392297,0.4756461716,0.0090341588,0.0393896005
276,0.5437423248,0.2124768393,0.0026168093,0.0073305480,0.0797006552,0.0530024553,0.0594205482,0.0060904369,0.0274250853,0.0081942977
277,0.7105719281,0.0194905325,0.0050288001,0.0074405307,0.0838991309,0.0184696055,0.0406427195,0.0964410288,0.0023426894,0.0156730345
278,0.8026058070,0.0953004151,0.0077453636,0.0049485619,0.0158393808,0.0072933118,0.0163173597,0.0203414076,0.0260612629,0.0035471295
279,0.4603336183,0.0424950180,0.0117291531,0.2127517060,0.0675901471,0.0540291410,0.0398014519,0.0962912695,0.0058609909,0.0091175043
280,0.6373365401,0.0510155059,0.0124960113,0.0023096057,0.1126788188,0.0562165065,0.0915982632,0.0208376444,0.0060996046,0.0094114995
281,0.1193953652,0.0194419958,0.0697173904,0.0995855767,0.2502787616,0.2736058164,0.0597814862,0.0305605742,0.0097557822,0.0678772514
282,0.9441484551,0.0173382890,0.0089598810,0.0045457202,0.0059358775,0.0023730757,0.0099721619,0.0029895688,0.0001970174,0.0035399533
283,0.8836997607,0.0128154373,0.0008550736,0.0013332146,0.0181213897,0.0074598012,0.0150516695,0.0513968285,0.0007073310,0.0085594940
284,0.7579087033,0.0116075597,0.0020537473,0.0177003567,0.0680255973,0.0885320711,0.0168801178,0.0303304263,0.0019309165,0.0050305040
285,0.4450668380,0.0452675025,0.0054784837,0.0036353210,0.0091763194,0.0185364534,0.0212415439,0.4459863240,0.0007771837,0.0048340305
286,0.1551119873,0.4162812772,0.2935603305,0.0186085304,0.0078780994,0.0494339864,0.0307332080,0.0086268003,0.0056932121,0.0140725684
287,0.0767806339,0.0531166604,0.1218419166,0.0530397750,0.3226725319,0.0691318254,0.0803989254,0.0584891191,0.0926570528,0.0718715594
288,0.6059659454,0.0079569694,0.0048267988,0.0043246307,0.0702812528,0.0180513448,0.0375118173,0.0400861506,0.0146146549,0.1963804353
289,0.5668533528,0.0382410020,0.0026858357,0.0717500982,0.0549321532,0.0045848995,0.1166276655,0.1240291698,0.0012209169,0.0190749064
290,0.6583873820,0.2555968959,0.0039801907,0.0090205428,0.0084891978,0.0190042468,0.0211342604,0.0074197403,0.0003586394,0.0166089040
291,0.9302478303,0.0213322954,0.0020701686,0.0052729563,0.0145715615,0.0072041629,0.0085835757,0.0022394219,0.0010072503,0.0074707771
292,0.8035772731,0.0123508241,0.0006272364,0.0377764745,0.0545256624,0.0144352576,0.0218001286,0.0478201965,0.0004218125,0.0066651344
293,0.1199363914,0.0310321270,0.2442204349,0.0524966034,0.0346604337,0.1371154422,0.0663761080,0.0272970953,0.0334718282,0.2533935360
294,0.7786424858,0.0137739456,0.0014653632,0.0076549337,0.0560550644,0.0492824430,0.0695302803,0.0127655297,0.0020393880,0.0087905664
295,0.3514211037,0.0075589165,0.0029451178,0.0234425053,0.1217962029,0.1712123668,0.0538267428,0.2513649559,0.0010361093,0.0153959790
296,0.3848398493,0.0649229597,0.0264788580,0.1569171804,0.0159333104,0.2676296839,0.0265708345,0.0206065479,0.0188773586,0.0172234173
297,0.8752117599,0.0387002567,0.0158222995,0.0040757924,0.0210222095,0.0128251984,0.0078700308,0.0054874251,0.0040714054,0.0149136224
298,0.6555726383,0.2268537845,0.0056912773,0.0086105905,0.0365344993,0.0250231588,0.0209647216,0.0149930065,0.0011013371,0.0046549861
299,0.9085064278,0.0188086782,0.0031174863,0.0031094121,0.0076481250,0.0025857291,0.0201955651,0.0325526558,0.0015699400,0.0019059807
300,0.6790962766,0.1962589474,0.0046026631,0.0051260150,0.0343350543,0.0048025851,0.0423683210,0.0248384114,0.0005559264,0.0080157998
301,0.6674526694,0.0180248601,0.0037228116,0.0012162741,0.0251701760,0.0027286519,0.0429889107,0.2103803854,0.0017147553,0.0266005055
302,0.8720162210,0.0166353404,0.0012497761,0.0020127874,0.0389786669,0.0021222114,0.0072014797,0.0463568940,0.0007015765,0.0127250467
303,0.1205658256,0.0146367631,0.0095394941,0.0291178976,0.0673611575,0.3560100193,0.0839042775,0.1588080259,0.1040714018,0.0559851375
304,0.8214393607,0.0401667165,0.0167932417,0.0081968825,0.0344547672,0.0124786246,0.0213424997,0.0274140615,0.0026311268,0.0150827188
305,0.0701603216,0.0647475352,0.5675181669,0.0224084156,0.0135003776,0.2053007354,0.0103461292,0.0012214273,0.0314645013,0.0133323899
306,0.9046603837,0.0537544901,0.0035734338,0.0029033009,0.0038633745,0.0028153491,0.0093374461,0.0143654884,0.0010758669,0.0036508665
307,0.8365984754,0.0121488948,0.0007899736,0.0059553829,0.0313848684,0.0026745881,0.0505346639,0.0472376034,0.0005636434,0.0121119062
308,0.9612494987,0.0148202954,0.0004768024,0.0035067670,0.0053831837,0.0008993381,0.0108836028,0.0005803453,0.0001318035,0.0020683631
309,0.2785888884,0.1761881166,0.0130244081,0.0138185863,0.2366681842,0.0513243429,0.1018062887,0.0786989020,0.0170177840,0.0328644988
310,0.8684657997,0.0538229956,0.0009311376,0.0029231885,0.0456175200,0.0028766300,0.0141750089,0.0072410091,0.0005211962,0.0034255145
311,0.6468436913,0.0160496847,0.0051238223,0.0027101452,0.0690800763,0.0225991743,0.0280372836,0.1984180715,0.0022867157,0.0088513352
312,0.0246358286,0.0068851565,0.9363014599,0.0005302668,0.0032981802,0.0069816368,0.0069005567,0.0047852213,0.0063024616,0.0033792316
313,0.1946513739,0.7869408304,0.0026182580,0.0095650826,0.0011527595,0.0007946818,0.0034033464,0.0002753499,0.0001331288,0.0004651888
314,0.3195314268,0.3028072839,0.1325360176,0.0443752657,0.0689351948,0.0201736171,0.0707388103,0.0031391567,0.0322746379,0.0054885891
315,0.1350198494,0.5982954913,0.0953064755,0.0141043419,0.0184378877,0.0979014361,0.0213423187,0.0011040876,0.0143612673,0.0041268445
316,0.1819883623,0.0185647980,0.5260511225,0.0063499190,0.0410324630,0.0466706962,0.0355110287,0.0114313632,0.0955549584,0.0368452887
317,0.4707464710,0.2458360903,0.1560147039,0.0057150010,0.0045716153,0.0534881288,0.0121192381,0.0013141408,0.0478663891,0.0023282218
318,0.8530101146,0.0312431663,0.0045922506,0.0013468161,0.0276519256,0.0178517636,0.0247435861,0.0281187277,0.0069126926,0.0045289567
319,0.3646707925,0.5278326865,0.0367828684,0.0048050174,0.0083323106,0.0090877728,0.0260606266,0.0061288654,0.0120001906,0.0042988693
320,0.9591545573,0.0093974552,0.0011879641,0.0008568551,0.0071155450,0.0013586902,0.0174621493,0.0012834515,0.0001953808,0.0019879514
321,0.8411686540,0.0817048255,0.0069982702,0.0050090766,0.0208109102,0.0035332031,0.0130741281,0.0081471822,0.0002930116,0.0192607385
322,0.2350458248,0.5936066304,0.0247346347,0.0497692144,0.0272482093,0.0063867116,0.0192303563,0.0053808675,0.0283889280,0.0102086232
323,0.3490399108,0.0049374964,0.0050752256,0.0033464306,0.0868972131,0.0307071885,0.0270693698,0.4767005584,0.0042059114,0.0120206953
324,0.7689295124,0.0265177417,0.0333223473,0.0086163827,0.0349259846,0.0126919863,0.0385693291,0.0513296564,0.0019013048,0.0231957546
325,0.9700602633,0.0129237303,0.0004950905,0.0003144792,0.0032187964,0.0006896846,0.0022403906,0.0049204975,0.0000623319,0.0050747356
326,0.3896687879,0.0122613588,0.0028242526,0.0107614902,0.0641904594,0.0347261012,0.0548280873,0.3909162651,0.0077261317,0.0320970657
327,0.0847163016,0.0352660380,0.0881630823,0.0128757142,0.0865413056,0.5694455673,0.0138888444,0.0087718948,0.0911981632,0.0091330887
328,0.7378191228,0.0349444853,0.0076540811,0.0189836857,0.1008046166,0.0380887513,0.0326649746,0.0125229531,0.0052726221,0.0112447074
329,0.7817029113,0.0553948534,0.0010670727,0.0118111783,0.0910680295,0.0065777698,0.0310175267,0.0183800599,0.0003857656,0.0025948327
330,0.9451316278,0.0076059973,0.0001203575,0.0012451417,0.0218048471,0.0021143805,0.0156687079,0.0048939114,0.0000939158,0.0013211131
331,0.7454524950,0.0286997674,0.0034519912,0.1126652541,0.0352135240,0.0046874701,0.0247116318,0.0301400906,0.0011963413,0.0137814347
332,0.3298478727,0.0483145537,0.4506225983,0.0013429136,0.0289864081,0.0250604589,0.0442157878,0.0578553125,0.0024783123,0.0112757823
333,0.6842364059,0.0589122516,0.0770909528,0.0074976847,0.0155386556,0.0196174724,0.0289739730,0.0601000857,0.0069741220,0.0410583964
334,0.9241437586,0.0146511439,0.0019770444,0.0003871405,0.0148474097,0.0007731634,0.0311699152,0.0052024349,0.0001371010,0.0067108884
335,0.9494314270,0.0140525129,0.0013645064,0.0009473605,0.0103564918,0.0051894233,0.0051892341,0.0055597365,0.0007189579,0.0071903496
336,0.8454249750,0.0551366161,0.0026406990,0.0023996369,0.0109486929,0.0083301637,0.0205223624,0.0356930699,0.0017303687,0.0171734154
